# AI-GENERATED NEEDS-REVIEW
episode_id,scenario_id,planner_key,seed,source_run,source_file,mechanism_schema_version,mechanism_label,mechanism_confidence,mechanism_evidence_mode,mechanism_evidence_uri,mechanism_case_id,mechanism_caveat
classic_cross_trap_high--21--1755acaa6ce6ef0d,classic_cross_trap_high,hybrid_rule_local_planner,21,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_cross_trap_high--21--1755acaa6ce6ef0d,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_cross_trap_high--23--fd93b6e8843d3f74,classic_cross_trap_high,hybrid_rule_local_planner,23,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,static_deadlock_or_local_minimum,supported_hypothesis,paired_trace,outcome.timeout_event,classic_cross_trap_high--23--fd93b6e8843d3f74,timeout with stalled_time=40.7s; robot stalled before timeout
classic_cross_trap_high--24--4668ecb122e88ba3,classic_cross_trap_high,hybrid_rule_local_planner,24,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_cross_trap_high--24--4668ecb122e88ba3,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_doorway_low--20--be7a394b4b3ca26f,classic_doorway_low,hybrid_rule_local_planner,20,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_doorway_low--20--be7a394b4b3ca26f,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_doorway_low--21--13f12e58c6ce87b6,classic_doorway_low,hybrid_rule_local_planner,21,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_doorway_low--21--13f12e58c6ce87b6,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_doorway_low--22--8606aee3d928e0d8,classic_doorway_low,hybrid_rule_local_planner,22,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_doorway_low--22--8606aee3d928e0d8,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_doorway_low--24--875594e0b93d8cad,classic_doorway_low,hybrid_rule_local_planner,24,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_doorway_low--24--875594e0b93d8cad,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_doorway_medium--20--cac7416089c4d4e4,classic_doorway_medium,hybrid_rule_local_planner,20,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_doorway_medium--20--cac7416089c4d4e4,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_doorway_medium--21--4cfe95ac2c6aa190,classic_doorway_medium,hybrid_rule_local_planner,21,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_doorway_medium--21--4cfe95ac2c6aa190,collision with late_evasive and clearance_breach surrogate events indicates insufficient clearance response
classic_doorway_medium--22--9c792bdac6d692aa,classic_doorway_medium,hybrid_rule_local_planner,22,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_doorway_medium--22--9c792bdac6d692aa,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_doorway_medium--23--57ae41cadd3f6964,classic_doorway_medium,hybrid_rule_local_planner,23,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_doorway_medium--23--57ae41cadd3f6964,collision with late_evasive and clearance_breach surrogate events indicates insufficient clearance response
classic_doorway_high--23--0b0789bd9cab9443,classic_doorway_high,hybrid_rule_local_planner,23,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_doorway_high--23--0b0789bd9cab9443,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_doorway_high--24--f1cd01773d6f2186,classic_doorway_high,hybrid_rule_local_planner,24,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_doorway_high--24--f1cd01773d6f2186,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_head_on_corridor_low--20--90d57979ab71cf3d,classic_head_on_corridor_low,hybrid_rule_local_planner,20,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_head_on_corridor_low--20--90d57979ab71cf3d,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_head_on_corridor_low--23--fd15fcad5c1c7114,classic_head_on_corridor_low,hybrid_rule_local_planner,23,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_head_on_corridor_low--23--fd15fcad5c1c7114,collision with late_evasive and clearance_breach surrogate events indicates insufficient clearance response
classic_head_on_corridor_medium--20--8fb4389c3919e59f,classic_head_on_corridor_medium,hybrid_rule_local_planner,20,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_head_on_corridor_medium--20--8fb4389c3919e59f,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_head_on_corridor_medium--23--0092b3b8dc160a65,classic_head_on_corridor_medium,hybrid_rule_local_planner,23,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_head_on_corridor_medium--23--0092b3b8dc160a65,collision with late_evasive and clearance_breach surrogate events indicates insufficient clearance response
classic_merging_low--20--0452eb87778d4e31,classic_merging_low,hybrid_rule_local_planner,20,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_merging_low--20--0452eb87778d4e31,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_merging_medium--20--0c01973d9cb113d1,classic_merging_medium,hybrid_rule_local_planner,20,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_merging_medium--20--0c01973d9cb113d1,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_merging_medium--21--47d64d3eab91b801,classic_merging_medium,hybrid_rule_local_planner,21,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_merging_medium--21--47d64d3eab91b801,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_merging_medium--23--d1914d129a4baf11,classic_merging_medium,hybrid_rule_local_planner,23,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_merging_medium--23--d1914d129a4baf11,collision with late_evasive and clearance_breach surrogate events indicates insufficient clearance response
classic_t_intersection_low--21--8e3fd90b60b2bb92,classic_t_intersection_low,hybrid_rule_local_planner,21,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_t_intersection_low--21--8e3fd90b60b2bb92,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_t_intersection_low--22--8492ccb7474c062b,classic_t_intersection_low,hybrid_rule_local_planner,22,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_t_intersection_low--22--8492ccb7474c062b,collision with late_evasive and clearance_breach surrogate events indicates insufficient clearance response
classic_t_intersection_low--23--cac4d75cb4756edc,classic_t_intersection_low,hybrid_rule_local_planner,23,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_t_intersection_low--23--cac4d75cb4756edc,collision with late_evasive and clearance_breach surrogate events indicates insufficient clearance response
classic_t_intersection_low--24--6f1b89f6d7e8d8d0,classic_t_intersection_low,hybrid_rule_local_planner,24,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_t_intersection_low--24--6f1b89f6d7e8d8d0,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_t_intersection_medium--21--0ab7cb373f635395,classic_t_intersection_medium,hybrid_rule_local_planner,21,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_t_intersection_medium--21--0ab7cb373f635395,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_t_intersection_medium--22--4d10599eaa8b3e06,classic_t_intersection_medium,hybrid_rule_local_planner,22,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_t_intersection_medium--22--4d10599eaa8b3e06,collision with late_evasive and clearance_breach surrogate events indicates insufficient clearance response
classic_t_intersection_medium--23--1ea2a30910f35c4a,classic_t_intersection_medium,hybrid_rule_local_planner,23,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_t_intersection_medium--23--1ea2a30910f35c4a,collision with late_evasive and clearance_breach surrogate events indicates insufficient clearance response
classic_t_intersection_medium--24--4e2694de20023bd7,classic_t_intersection_medium,hybrid_rule_local_planner,24,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_t_intersection_medium--24--4e2694de20023bd7,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
francis2023_intersection_no_gesture--20--3883d7fa2ba75d40,francis2023_intersection_no_gesture,hybrid_rule_local_planner,20,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,time_budget_artifact,weak_hypothesis,paired_trace,outcome.timeout_event,francis2023_intersection_no_gesture--20--3883d7fa2ba75d40,timeout with moderate path_efficiency=1.0000; may be time budget constraint rather than deadlock
francis2023_blind_corner--20--9e5e2a4499bc427e,francis2023_blind_corner,hybrid_rule_local_planner,20,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,time_budget_artifact,weak_hypothesis,paired_trace,outcome.timeout_event,francis2023_blind_corner--20--9e5e2a4499bc427e,timeout with moderate path_efficiency=1.0000; may be time budget constraint rather than deadlock
francis2023_blind_corner--21--99f3dacefcd1c429,francis2023_blind_corner,hybrid_rule_local_planner,21,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),francis2023_blind_corner--21--99f3dacefcd1c429,collision with late_evasive and clearance_breach surrogate events indicates insufficient clearance response
francis2023_blind_corner--22--ce390781782c405c,francis2023_blind_corner,hybrid_rule_local_planner,22,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),francis2023_blind_corner--22--ce390781782c405c,collision with late_evasive and clearance_breach surrogate events indicates insufficient clearance response
francis2023_blind_corner--23--392dbd6fbe466a35,francis2023_blind_corner,hybrid_rule_local_planner,23,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),francis2023_blind_corner--23--392dbd6fbe466a35,collision with late_evasive and clearance_breach surrogate events indicates insufficient clearance response
francis2023_blind_corner--24--58ec509900af75b2,francis2023_blind_corner,hybrid_rule_local_planner,24,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),francis2023_blind_corner--24--58ec509900af75b2,collision with late_evasive and clearance_breach surrogate events indicates insufficient clearance response
francis2023_narrow_hallway--20--b4db938043f50fc2,francis2023_narrow_hallway,hybrid_rule_local_planner,20,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,time_budget_artifact,weak_hypothesis,paired_trace,outcome.timeout_event,francis2023_narrow_hallway--20--b4db938043f50fc2,timeout with moderate path_efficiency=1.0000; may be time budget constraint rather than deadlock
francis2023_narrow_doorway--20--60fdbe4dbf721478,francis2023_narrow_doorway,hybrid_rule_local_planner,20,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),francis2023_narrow_doorway--20--60fdbe4dbf721478,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
francis2023_narrow_doorway--21--165152b811cca6ab,francis2023_narrow_doorway,hybrid_rule_local_planner,21,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),francis2023_narrow_doorway--21--165152b811cca6ab,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
francis2023_narrow_doorway--22--7aa399e5b7cd059d,francis2023_narrow_doorway,hybrid_rule_local_planner,22,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),francis2023_narrow_doorway--22--7aa399e5b7cd059d,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
francis2023_narrow_doorway--23--01c00e5d74f31f73,francis2023_narrow_doorway,hybrid_rule_local_planner,23,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),francis2023_narrow_doorway--23--01c00e5d74f31f73,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
francis2023_narrow_doorway--24--65911ecd2cadec82,francis2023_narrow_doorway,hybrid_rule_local_planner,24,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),francis2023_narrow_doorway--24--65911ecd2cadec82,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
francis2023_intersection_wait--20--a51ba4e3aea0bb68,francis2023_intersection_wait,hybrid_rule_local_planner,20,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,time_budget_artifact,weak_hypothesis,paired_trace,outcome.timeout_event,francis2023_intersection_wait--20--a51ba4e3aea0bb68,timeout with moderate path_efficiency=1.0000; may be time budget constraint rather than deadlock
francis2023_intersection_proceed--20--a5463a835b282b06,francis2023_intersection_proceed,hybrid_rule_local_planner,20,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,time_budget_artifact,weak_hypothesis,paired_trace,outcome.timeout_event,francis2023_intersection_proceed--20--a5463a835b282b06,timeout with moderate path_efficiency=1.0000; may be time budget constraint rather than deadlock
francis2023_join_group--21--a19430e0e1d5785e,francis2023_join_group,hybrid_rule_local_planner,21,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),francis2023_join_group--21--a19430e0e1d5785e,collision with late_evasive and clearance_breach surrogate events indicates insufficient clearance response
francis2023_join_group--24--59abe11286466419,francis2023_join_group,hybrid_rule_local_planner,24,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),francis2023_join_group--24--59abe11286466419,collision with late_evasive and clearance_breach surrogate events indicates insufficient clearance response
francis2023_leave_group--20--6de5af6359ddfdd2,francis2023_leave_group,hybrid_rule_local_planner,20,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),francis2023_leave_group--20--6de5af6359ddfdd2,collision with late_evasive and clearance_breach surrogate events indicates insufficient clearance response
francis2023_leave_group--24--f9c7d95823b5f4a6,francis2023_leave_group,hybrid_rule_local_planner,24,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),francis2023_leave_group--24--f9c7d95823b5f4a6,collision with late_evasive and clearance_breach surrogate events indicates insufficient clearance response
francis2023_crowd_navigation--20--60d5a0c87d9cc606,francis2023_crowd_navigation,hybrid_rule_local_planner,20,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),francis2023_crowd_navigation--20--60d5a0c87d9cc606,collision with late_evasive and clearance_breach surrogate events indicates insufficient clearance response
francis2023_circular_crossing--24--d2bbce639b270231,francis2023_circular_crossing,hybrid_rule_local_planner,24,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),francis2023_circular_crossing--24--d2bbce639b270231,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
francis2023_robot_crowding--21--10b7422dbe4a7883,francis2023_robot_crowding,hybrid_rule_local_planner,21,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),francis2023_robot_crowding--21--10b7422dbe4a7883,collision with late_evasive and clearance_breach surrogate events indicates insufficient clearance response
francis2023_robot_crowding--23--58b0746fa34782dc,francis2023_robot_crowding,hybrid_rule_local_planner,23,hybrid_rule_v3_fast_progress_static_escape__differential_drive,output/issue4206-trace-rerun/13334/runs/hybrid_rule_v3_fast_progress_static_escape__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),francis2023_robot_crowding--23--58b0746fa34782dc,collision with late_evasive and clearance_breach surrogate events indicates insufficient clearance response
classic_bottleneck_low--21--b8399ffcd45926cf,classic_bottleneck_low,orca,21,orca__differential_drive,output/issue4206-trace-rerun/13334/runs/orca__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_bottleneck_low--21--b8399ffcd45926cf,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_bottleneck_medium--21--216c9b66dc7b22aa,classic_bottleneck_medium,orca,21,orca__differential_drive,output/issue4206-trace-rerun/13334/runs/orca__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_bottleneck_medium--21--216c9b66dc7b22aa,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_bottleneck_medium--23--b989606b8dd2af00,classic_bottleneck_medium,orca,23,orca__differential_drive,output/issue4206-trace-rerun/13334/runs/orca__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_bottleneck_medium--23--b989606b8dd2af00,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
classic_bottleneck_medium--24--50a3f9ea968b163f,classic_bottleneck_medium,orca,24,orca__differential_drive,output/issue4206-trace-rerun/13334/runs/orca__differential_drive/episodes.jsonl,failure_mechanism_taxonomy.v1,proxemic_or_clearance_tradeoff,supported_hypothesis,paired_trace,event_ledger.collision_events(1.0),classic_bottleneck_medium--24--50a3f9ea968b163f,collision with 1.0 event(s); clearance tradeoff derived from collision evidence
