planner_key,scenario_id,scenario_family,mechanism,interpretation,evidence_level,trace_evidence_required_for_waiting_claim,base_success,candidate_success,success_delta,base_unfinished,candidate_unfinished,unfinished_delta,collision_delta,near_miss_delta,snqi_delta,candidate_time_to_goal_norm,base_episodes,candidate_episodes
goal,classic_group_crossing_medium,group_crossing,exposure_enabled_completion,h500 converts timeouts while increasing near-miss exposure in the aggregate.,aggregate_comparison,True,0.0,0.3333,0.3333,1.0,0.6667,-0.3333,0.0,11.3333,-0.0305,0.9704,3,3
social_force,francis2023_parallel_traffic,parallel_traffic,safety_regressed_completion,"h500 converts some timeouts, but the aggregate collision rate also increases.",aggregate_comparison,True,0.0,0.3333,0.3333,1.0,0.6667,-0.3333,0.3333,23.0,-0.0654,0.9467,3,3
sacadrl,classic_cross_trap_high,cross_trap,safety_regressed_completion,"h500 converts some timeouts, but the aggregate collision rate also increases.",aggregate_comparison,True,0.0,0.3333,0.3333,1.0,0.6667,-0.3333,0.3334,12.6666,0.0283,0.9451,3,3
prediction_planner,classic_t_intersection_low,t_intersection,safety_regressed_completion,"h500 converts some timeouts, but the aggregate collision rate also increases.",aggregate_comparison,True,0.0,0.3333,0.3333,1.0,0.6667,-0.3333,0.3334,25.3333,-0.0107,0.8413,3,3
orca,francis2023_robot_crowding,robot_crowding,safety_regressed_completion,"h500 converts some timeouts, but the aggregate collision rate also increases.",aggregate_comparison,True,0.0,0.3333,0.3333,1.0,0.6667,-0.3333,0.3334,86.0,-0.1596,0.8918,3,3
orca,classic_doorway_high,doorway,safety_regressed_completion,"h500 converts some timeouts, but the aggregate collision rate also increases.",aggregate_comparison,True,0.0,0.3333,0.3333,1.0,0.6667,-0.3333,0.6667,4.0,-0.2249,0.9679,3,3
orca,classic_cross_trap_medium,cross_trap,safety_regressed_completion,"h500 converts some timeouts, but the aggregate collision rate also increases.",aggregate_comparison,True,0.0,0.3333,0.3333,1.0,0.6667,-0.3333,0.6667,10.0,-0.1105,0.805,3,3
prediction_planner,classic_head_on_corridor_medium,head_on_corridor,safety_regressed_completion,"h500 converts some timeouts, but the aggregate collision rate also increases.",aggregate_comparison,True,0.0,0.3333,0.3333,1.0,0.6667,-0.3333,0.6667,13.6667,-0.127,0.9039,3,3
prediction_planner,classic_head_on_corridor_low,head_on_corridor,safety_regressed_completion,"h500 converts some timeouts, but the aggregate collision rate also increases.",aggregate_comparison,True,0.0,0.3333,0.3333,1.0,0.6667,-0.3333,0.6667,15.0,-0.0574,0.9542,3,3
prediction_planner,classic_t_intersection_medium,t_intersection,safety_regressed_completion,"h500 converts some timeouts, but the aggregate collision rate also increases.",aggregate_comparison,True,0.0,0.3333,0.3333,1.0,0.6667,-0.3333,0.6667,23.0,0.0002,0.8456,3,3
orca,classic_realworld_double_bottleneck_high,bottleneck,safety_regressed_completion,"h500 converts some timeouts, but the aggregate collision rate also increases.",aggregate_comparison,True,0.0,0.3333,0.3333,1.0,0.6667,-0.3333,0.6667,34.3333,-0.0063,0.8393,3,3
orca,classic_merging_medium,merging,safety_regressed_completion,"h500 converts some timeouts, but the aggregate collision rate also increases.",aggregate_comparison,True,0.0,0.3333,0.3333,1.0,0.6667,-0.3333,0.6667,48.3333,-0.2625,0.8989,3,3
